"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
"","Wed, 3 Sep 2025 13:47:49 -0400",file-type:11.1.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/file-type:11.1.0,Detect the file type of a Buffer/Uint8Array/ArrayBuffer,MIT,"","",pkg:npm/file-type@11.1.0,cpe:2.3:a:file-type_project:file-type:11.1.0:*:*:*:*:*:*:*,CVE-2022-36313,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),An issue was discovered in the file-type package before 16.5.4 and 17.x before 17.1.3 for Node.js. A malformed MKV file could cause the file type detector to get caught in an infinite loop. This would make the application become unresponsive and could be used to cause a DoS attack.,NVD,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:1.8/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",file-type:3.9.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/file-type:3.9.0,Detect the file type of a Buffer/Uint8Array,MIT,"","",pkg:npm/file-type@3.9.0,cpe:2.3:a:file-type_project:file-type:3.9.0:*:*:*:*:*:*:*,CVE-2022-36313,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),An issue was discovered in the file-type package before 16.5.4 and 17.x before 17.1.3 for Node.js. A malformed MKV file could cause the file type detector to get caught in an infinite loop. This would make the application become unresponsive and could be used to cause a DoS attack.,NVD,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:1.8/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",file-type:4.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/file-type:4.4.0,Detect the file type of a Buffer/Uint8Array,MIT,"","",pkg:npm/file-type@4.4.0,cpe:2.3:a:file-type_project:file-type:4.4.0:*:*:*:*:*:*:*,CVE-2022-36313,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),An issue was discovered in the file-type package before 16.5.4 and 17.x before 17.1.3 for Node.js. A malformed MKV file could cause the file type detector to get caught in an infinite loop. This would make the application become unresponsive and could be used to cause a DoS attack.,NVD,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:1.8/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",file-type:5.2.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/file-type:5.2.0,Detect the file type of a Buffer/Uint8Array,MIT,"","",pkg:npm/file-type@5.2.0,cpe:2.3:a:file-type_project:file-type:5.2.0:*:*:*:*:*:*:*,CVE-2022-36313,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),An issue was discovered in the file-type package before 16.5.4 and 17.x before 17.1.3 for Node.js. A malformed MKV file could cause the file type detector to get caught in an infinite loop. This would make the application become unresponsive and could be used to cause a DoS attack.,NVD,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:1.8/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",file-type:6.2.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/file-type:6.2.0,Detect the file type of a Buffer/Uint8Array,MIT,"","",pkg:npm/file-type@6.2.0,cpe:2.3:a:file-type_project:file-type:6.2.0:*:*:*:*:*:*:*,CVE-2022-36313,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),An issue was discovered in the file-type package before 16.5.4 and 17.x before 17.1.3 for Node.js. A malformed MKV file could cause the file type detector to get caught in an infinite loop. This would make the application become unresponsive and could be used to cause a DoS attack.,NVD,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:1.8/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",got:8.3.2,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/got:8.3.2,Simplified HTTP requests,MIT,"","",pkg:npm/got@8.3.2,cpe:2.3:a:got_project:got:8.3.2:*:*:*:*:*:*:*,GHSA-pfrx-2q88-qq97,"",The got package before 11.8.5 and 12.1.0 for Node.js allows a redirect to a UNIX socket.,NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"","","",HIGHEST,14,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",got:8.3.2,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/got:8.3.2,Simplified HTTP requests,MIT,"","",pkg:npm/got@8.3.2,cpe:2.3:a:got_project:got:8.3.2:*:*:*:*:*:*:*,CVE-2022-33987,NVD-CWE-noinfo,The got package before 12.1.0 (also fixed in 11.8.5) for Node.js allows a redirect to a UNIX socket.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:3.9/RC:R/MAV:A,"","","",HIGHEST,14,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",grunt-cli:1.4.3,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/grunt-cli:1.4.3,The grunt command line interface,MIT,"","",pkg:npm/grunt-cli@1.4.3,cpe:2.3:a:gruntcli_project:gruntcli:1.4.3:*:*:*:*:*:*:*,CVE-2017-16058,"CWE-506 Embedded Malicious Code, CWE-200 Exposure of Sensitive Information to an Unauthorized Actor",gruntcli was a malicious module published with the intent to hijack environment variables. It has been unpublished by npm.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGHEST,6,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",grunt-cli:1.5.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/grunt-cli:1.5.0,The grunt command line interface,MIT,"","",pkg:npm/grunt-cli@1.5.0,cpe:2.3:a:gruntcli_project:gruntcli:1.5.0:*:*:*:*:*:*:*,CVE-2017-16058,"CWE-506 Embedded Malicious Code, CWE-200 Exposure of Sensitive Information to an Unauthorized Actor",gruntcli was a malicious module published with the intent to hijack environment variables. It has been unpublished by npm.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGHEST,6,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",hbs:4.2.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/hbs:4.2.0,Express.js template engine plugin for Handlebars,MIT,"","",pkg:npm/hbs@4.2.0,cpe:2.3:a:hbs_project:hbs:4.2.0:*:*:*:*:*:*:*,CVE-2021-32822,CWE-538 Insertion of Sensitive Information into Externally-Accessible File or Directory,"The npm hbs package is an Express view engine wrapper for Handlebars. Depending on usage, users of hbs may be vulnerable to a file disclosure vulnerability. There is currently no patch for this vulnerability. hbs mixes pure template data with engine configuration options through the Express render API. By overwriting internal configuration options a file disclosure vulnerability may be triggered in downstream applications. For an example PoC see the referenced GHSL-2021-020.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2021-32822 for details",OSSINDEX,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"","","",HIGHEST,6,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",http-cache-semantics:3.8.1,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/http-cache-semantics:3.8.1,Parses Cache-Control and other headers. Helps building correct HTTP caches and proxies,BSD-2-Clause,"","",pkg:npm/http-cache-semantics@3.8.1,cpe:2.3:a:http-cache-semantics_project:http-cache-semantics:3.8.1:*:*:*:*:*:*:*,CVE-2022-25881,CWE-1333 Inefficient Regular Expression Complexity,"This affects versions of the package http-cache-semantics before 4.1.1. The issue can be exploited via malicious request header values sent to a server, when that server reads the cache policy from the request using this library.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",ip:2.0.1,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/ip:2.0.1,"",MIT,"","",pkg:npm/ip@2.0.1,cpe:2.3:a:fedorindutny:ip:2.0.1:*:*:*:*:*:*:*,GHSA-2p57-rm9w-gvfp,CWE-918 Server-Side Request Forgery (SSRF),"The ip package through 2.0.1 for Node.js might allow SSRF because some IP addresses (such as 127.1, 01200034567, 012.1.2.3, 000:0:0000::01, and ::fFFf:127.0.0.1) are improperly categorized as globally routable via isPublic. NOTE: this issue exists because of an incomplete fix for CVE-2023-42282.",NPM,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"","","",HIGHEST,6,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",ip:2.0.1,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/ip:2.0.1,"",MIT,"","",pkg:npm/ip@2.0.1,cpe:2.3:a:fedorindutny:ip:2.0.1:*:*:*:*:*:*:*,CVE-2024-29415,CWE-918 Server-Side Request Forgery (SSRF),"The ip package through 2.0.1 for Node.js might allow SSRF because some IP addresses (such as 127.1, 01200034567, 012.1.2.3, 000:0:0000::01, and ::fFFf:127.0.0.1) are improperly categorized as globally routable via isPublic. NOTE: this issue exists because of an incomplete fix for CVE-2023-42282.",OSSINDEX,MEDIUM,6.900000095367432,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:L/SA:N,"","","","","","",HIGHEST,6,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.1.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.1.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.1.0,cpe:2.3:a:auth0:jsonwebtoken:0.1.0:*:*:*:*:*:*:*,CVE-2015-9235,"CWE-20 Improper Input Validation, CWE-327 Use of a Broken or Risky Cryptographic Algorithm",In jsonwebtoken node module before 4.2.2 it is possible for an attacker to bypass verification when a token digitally signed with an asymmetric key (RS/ES family) of algorithms but instead the attacker send a token digitally signed with a symmetric algorithm (HS* family).,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.1.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.1.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.1.0,cpe:2.3:a:auth0:jsonwebtoken:0.1.0:*:*:*:*:*:*:*,CVE-2022-23539,CWE-327 Use of a Broken or Risky Cryptographic Algorithm,"Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm. You are affected if you are using an algorithm and a key type other than a combination listed in the GitHub Security Advisory as unaffected. This issue has been fixed, please update to version 9.0.0. This version validates for asymmetric key type and algorithm combinations. Please refer to the above mentioned algorithm / key type combinations for the valid secure configuration. After updating to version 9.0.0, if you still intend to continue with signing or verifying tokens using invalid key type/algorithm value combinations, you’ll need to set the `allowInvalidAsymmetricKeyTypes` option  to `true` in the `sign()` and/or `verify()` functions.",NVD,"","","",HIGH,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N/E:2.8/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.1.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.1.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.1.0,cpe:2.3:a:auth0:jsonwebtoken:0.1.0:*:*:*:*:*:*:*,CVE-2022-23540,"CWE-347 Improper Verification of Cryptographic Signature, CWE-287 Improper Authentication","In versions `<=8.5.1` of `jsonwebtoken` library, lack of algorithm definition in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification. Users are affected if you do not specify algorithms in the `jwt.verify()` function. This issue has been fixed, please update to version 9.0.0 which removes the default support for the none algorithm in the `jwt.verify()` method. There will be no impact, if you update to version 9.0.0 and you don’t need to allow for the `none` algorithm. If you need 'none' algorithm, you have to explicitly specify that in `jwt.verify()` options.",NVD,"","","",HIGH,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L/E:2.8/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.1.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.1.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.1.0,cpe:2.3:a:auth0:jsonwebtoken:0.1.0:*:*:*:*:*:*:*,CVE-2022-23541,"NVD-CWE-Other, CWE-287 Improper Authentication, CWE-1259 Improper Restriction of Security Token Assignment","jsonwebtoken is an implementation of JSON Web Tokens. Versions `<= 8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function referring to the `secretOrPublicKey` argument from the readme link will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification, other than the one that was used to sign the tokens. Specifically, tokens signed with an asymmetric public key could be verified with a symmetric HS256 algorithm. This can lead to successful validation of  forged tokens. If your application is supporting usage of both symmetric key and asymmetric key in jwt.verify() implementation with the same key retrieval function. This issue has been patched, please update to version 9.0.0.",NVD,"","","",MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L/E:2.8/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,CVE-2015-9235,"CWE-20 Improper Input Validation, CWE-327 Use of a Broken or Risky Cryptographic Algorithm",In jsonwebtoken node module before 4.2.2 it is possible for an attacker to bypass verification when a token digitally signed with an asymmetric key (RS/ES family) of algorithms but instead the attacker send a token digitally signed with a symmetric algorithm (HS* family).,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,GHSA-c7hr-j4mj-j2w6,CWE-20 Improper Input Validation,"Versions 4.2.1 and earlier of `jsonwebtoken` are affected by a verification bypass vulnerability. This is a result of weak validation of the JWT algorithm type, occuring when an attacker is allowed to arbitrarily specify the JWT algorithm.     ## Recommendation  Update to version 4.2.2 or later.",NPM,"","","","","","","","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,GHSA-8cf7-32gw-wr33,CWE-327 Use of a Broken or Risky Cryptographic Algorithm,"# Overview  Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm.   # Am I affected?  You are affected if you are using an algorithm and a key type other than the combinations mentioned below  | Key type |  algorithm                                    | |----------|------------------------------------------| | ec           | ES256, ES384, ES512                      | | rsa          | RS256, RS384, RS512, PS256, PS384, PS512 | | rsa-pss  | PS256, PS384, PS512                      |  And for Elliptic Curve algorithms:  | `alg` | Curve      | |-------|------------| | ES256 | prime256v1 | | ES384 | secp384r1  | | ES512 | secp521r1  |  # How do I fix it?  Update to version 9.0.0. This version validates for asymmetric key type and algorithm combinations. Please refer to the above mentioned algorithm / key type combinations for the valid secure configuration. After updating to version 9.0.0, If you still intend to continue with signing or verifying tokens using invalid key type/algorithm value combinations, you’ll need to set the `allowInvalidAsymmetricKeyTypes` option to `true` in the `sign()` and/or `verify()` functions.  # Will the fix impact my users?  There will be no impact, if you update to version 9.0.0 and you already use a valid secure combination of key type and algorithm. Otherwise,  use the  `allowInvalidAsymmetricKeyTypes` option  to `true` in the `sign()` and `verify()` functions to continue usage of invalid key type/algorithm combination in 9.0.0 for legacy compatibility.",NPM,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,CVE-2022-23539,CWE-327 Use of a Broken or Risky Cryptographic Algorithm,"Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm. You are affected if you are using an algorithm and a key type other than a combination listed in the GitHub Security Advisory as unaffected. This issue has been fixed, please update to version 9.0.0. This version validates for asymmetric key type and algorithm combinations. Please refer to the above mentioned algorithm / key type combinations for the valid secure configuration. After updating to version 9.0.0, if you still intend to continue with signing or verifying tokens using invalid key type/algorithm value combinations, you’ll need to set the `allowInvalidAsymmetricKeyTypes` option  to `true` in the `sign()` and/or `verify()` functions.",NVD,"","","",HIGH,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N/E:2.8/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,CVE-2022-23540,"CWE-347 Improper Verification of Cryptographic Signature, CWE-287 Improper Authentication","In versions `<=8.5.1` of `jsonwebtoken` library, lack of algorithm definition in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification. Users are affected if you do not specify algorithms in the `jwt.verify()` function. This issue has been fixed, please update to version 9.0.0 which removes the default support for the none algorithm in the `jwt.verify()` method. There will be no impact, if you update to version 9.0.0 and you don’t need to allow for the `none` algorithm. If you need 'none' algorithm, you have to explicitly specify that in `jwt.verify()` options.",NVD,"","","",HIGH,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L/E:2.8/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,GHSA-qwph-4952-7xr6,"CWE-347 Improper Verification of Cryptographic Signature, CWE-327 Use of a Broken or Risky Cryptographic Algorithm, CWE-287 Improper Authentication","# Overview  In versions <=8.5.1 of jsonwebtoken library, lack of algorithm definition and a falsy secret or key in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification.  # Am I affected? You will be affected if all the following are true in the `jwt.verify()` function: - a token with no signature is received - no algorithms are specified  - a falsy (e.g. null, false, undefined) secret or key is passed   # How do I fix it?   Update to version 9.0.0 which removes the default support for the none algorithm in the `jwt.verify()` method.   # Will the fix impact my users?  There will be no impact, if you update to version 9.0.0 and you don’t need to allow for the `none` algorithm. If you need 'none' algorithm, you have to explicitly specify that in `jwt.verify()` options.",NPM,"","","",MEDIUM,6.400000095367432,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:L,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,CVE-2022-23541,"NVD-CWE-Other, CWE-287 Improper Authentication, CWE-1259 Improper Restriction of Security Token Assignment","jsonwebtoken is an implementation of JSON Web Tokens. Versions `<= 8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function referring to the `secretOrPublicKey` argument from the readme link will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification, other than the one that was used to sign the tokens. Specifically, tokens signed with an asymmetric public key could be verified with a symmetric HS256 algorithm. This can lead to successful validation of  forged tokens. If your application is supporting usage of both symmetric key and asymmetric key in jwt.verify() implementation with the same key retrieval function. This issue has been patched, please update to version 9.0.0.",NVD,"","","",MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L/E:2.8/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jsonwebtoken:0.4.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,GHSA-hjrf-2m68-5959,"CWE-287 Improper Authentication, CWE-1259 Improper Restriction of Security Token Assignment","# Overview  Versions `<=8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function (referring to the `secretOrPublicKey` argument from the [readme link](https://github.com/auth0/node-jsonwebtoken#jwtverifytoken-secretorpublickey-options-callback)) will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification  than the one that was used to sign the tokens. Specifically, tokens signed with an asymmetric public key could be verified with a symmetric HS256 algorithm. This can lead to successful validation of forged tokens.   # Am I affected?  You will be affected if your application is supporting usage of both symmetric key and asymmetric key in jwt.verify() implementation with the same key retrieval function.   # How do I fix it?   Update to version 9.0.0.  # Will the fix impact my users?  There is no impact for end users",NPM,"","","",MEDIUM,5.0,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",jws:0.2.6,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/jws:0.2.6,Implementation of JSON Web Signatures,MIT,"","",pkg:npm/jws@0.2.6,"",GHSA-gjcw-v447-2w7q,"","Affected versions of the `jws` package allow users to select what algorithm the server will use to verify a provided JWT. A malicious actor can use this behaviour to arbitrarily modify the contents of a JWT while still passing verification. For the common use case of the JWT as a bearer token, the end result is a complete authentication bypass with minimal effort.     ## Recommendation  Update to version 3.0.0 or later.",NPM,"","","",HIGH,8.699999809265137,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N,"","","",HIGHEST,6,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",libxmljs2:0.35.0,/home/samomik/Projects-WSL/juice-shop/frontend/package-lock.json?/libxmljs2:0.35.0,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs2@0.35.0,"",CVE-2024-34393,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),"libxmljs2 is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking a function on the result of attrs() that was called on a parsed node. This vulnerability might lead to denial of service (on both 32-bit systems and 64-bit systems), data leak, infinite loop and remote code execution (on 32-bit systems with the XML_PARSE_HUGE flag enabled).",OSSINDEX,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",libxmljs2:0.35.0,/home/samomik/Projects-WSL/juice-shop/frontend/package-lock.json?/libxmljs2:0.35.0,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs2@0.35.0,"",CVE-2024-34394,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),libxmljs2 is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking the namespaces() function (which invokes XmlNode::get_local_namespaces()) on a grand-child of a node that refers to an entity. This vulnerability can lead to denial of service and remote code execution.,OSSINDEX,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",libxmljs2:0.37.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/libxmljs2:0.37.0,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs2@0.37.0,"",CVE-2024-34393,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),"libxmljs2 is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking a function on the result of attrs() that was called on a parsed node. This vulnerability might lead to denial of service (on both 32-bit systems and 64-bit systems), data leak, infinite loop and remote code execution (on 32-bit systems with the XML_PARSE_HUGE flag enabled).",OSSINDEX,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"","","",HIGHEST,7,"","","","","","","",""
